Symbol,Unique ID,Display Name,Asset Type,Token Decimals,Price,Total Issuance,Free Balance,Available Balance,Locked Balance,Reserved Balance,Validator Bonded,Nominator Bonded,Bonded Locked Balance,Unbonded Locked Balance,Vesting Balance,Inflation
TZERO,TZERO,TZERO,native,12,0,11611136699972619470540,11611136329526898003697,10078554563739128024872,1532522113944617006737,59651843152972088,10420253574708211192,1266369850123081478311,1412970590379394671768,44241894544326479291,26629020895855678,0.25837263633345
