Date,Circulating,Staking,Others
2024-01-11,86668827.07,246452907.6,18011824.83
2024-01-12,86021137.86,247585943.1,17608658.68
2024-01-13,86099442.62,247289097.8,17909356.52
2024-01-14,86339005.32,247414451.5,17626614.62
2024-01-15,85415340.41,248371531.2,17675358.1
2024-01-16,85269693.48,247789488.7,18485216.27
2024-01-17,85378343.77,247765214.1,18483001.71
2024-01-18,85376469.26,247881066.5,18451183.09
2024-01-19,86014633,248090429.4,17685806.24
2024-01-20,86160688.69,248189127,17523231.22
2024-01-21,85940718.65,248792978,17222229.07
2024-01-22,86000068.67,248937662.2,17100717.31
2024-01-23,86075030.1,248651951,17393996.07
2024-01-24,86027970.5,248729874.5,17445661.29
2024-01-25,85846573.57,249024283.5,17415404.51
2024-01-26,85913447.51,249111051.9,17344706.62
2024-01-27,86172156.62,249166748.6,17113296.62
2024-01-28,86223228.3,249092826.2,17218455.88
2024-01-29,86277424.97,249326502.1,17012931.75
2024-01-30,86971257.15,249275912.8,16452241.6
2024-01-31,87498100.42,248602455.6,16681139.42
2024-02-01,87349091.91,248208352.9,17306407.93
2024-02-02,87458839.43,248032831.6,17454456.01
2024-02-03,87578101.73,248198380.4,17252530.48
2024-02-04,87501914.03,248702501.9,16906825.35
2024-02-05,87541813.57,248433039.3,17218551.46
2024-02-06,87769585.96,248429617.7,17076357.09
2024-02-08,87712474.75,248574079.4,17153710.16
2024-02-09,87190061.05,249126458.3,17205977.39
2024-02-10,87318880.98,248760435.6,17525822.29
2024-02-11,87290510.08,247335535.6,19061723.03
2024-02-12,87256603.41,247393900.2,19119880.64
2024-02-13,87279592.78,246964218.6,19609205.6
2024-02-14,87399583.49,246865028.5,19671246.77
2024-02-15,88376719.89,246104297.2,19537691.11
2024-02-16,88053636.55,246443094.2,19604491.28
2024-02-17,88083009.56,246299544.1,19801278.26
2024-02-18,87631526.79,246802347,19832540.5
2024-02-19,87316697.46,247210017.8,19822566.49
2024-02-20,87415835.7,246895799.8,20119962.38
2024-02-21,87415630.97,247277998,19820205.18
2024-02-22,87525213.65,246363855.7,20706914.5
2024-02-23,87612174.03,246321080.9,20744882.52
2024-02-24,87717673.18,246216920.7,20825830.21
2024-02-25,87724459.59,246327704.5,20790590.36
2024-02-26,87986921.34,246342326.2,20595671.94
2024-02-27,88152540.03,245929261.2,20925293.58
2024-02-28,90020822.09,245878035.5,19190591.45
2024-02-29,89539510.85,246602128.6,19030301.52
2024-03-01,89530130.03,245934389.5,19790075.03
2024-03-02,89509745.2,246467959.9,19359548.75
2024-03-03,89496162.91,246519399.5,19403996.18
2024-03-04,89672662.15,246537333.6,19291759.11
2024-03-05,89712574.18,246461528.3,19410265.18
2024-03-06,89752462.91,246122632.6,19791968.5
2024-03-07,89722876.7,246398792.3,19628033.36
2024-03-08,89575179.54,246086546.1,20170562.8
2024-03-09,89595040.7,246000619.7,20318809.21
2024-03-10,89591714.97,246035943,20368990.84
2024-03-11,89569410.57,245798490,20710927.44
2024-03-12,90065171.08,245626016.5,20470038.31
2024-03-13,90289428.6,245205498.3,20748648.74
2024-03-14,90627442.25,245246628.1,20452130.34
2024-03-15,90955026.73,244839721.4,20614179.39
2024-03-16,91266794.2,244549856.8,20674879.67
2024-03-17,91235150.89,244940833,20398189.04
2024-03-18,91328618.22,244868220.8,20459514.95
2024-03-19,91691399.5,244346203.8,20700955.66
2024-03-20,92145045.25,244612708.8,20063006
2024-03-21,92200362.9,244565518.6,20137068.18
2024-03-22,92300633.23,244686459.9,19998039.61
2024-03-23,93087982.95,244646366.3,19333103.45
2024-03-24,93185321.68,244670755.4,19293798.2
2024-03-25,93206402.2,244649141.2,19377061.49
2024-03-26,93360605.75,244547358.1,19407375.45
2024-03-27,93434493.82,244403849.6,19559719.77
2024-03-28,93383452.64,244389951.7,19707413.3
2024-03-29,93285033.41,244695216,19582866.2
2024-03-30,93280159.79,244568173.7,19797278.88
2024-03-31,93238314.96,242710261.3,21779315.17
2024-04-01,93391910.71,242783008.2,21635290.54
2024-04-02,93734686.98,242312913,21844881.82
2024-04-03,93500593.72,242919542.6,21554534.23
2024-04-04,93669897.1,242920437.5,21466615.04
2024-04-05,93648469.06,243101642.1,21389094.68
2024-04-06,93621633.3,243139160.5,21460660.68
2024-04-07,93645961.03,243331356.2,21326498.95
2024-04-08,93750065.66,243373024.2,21263069.04
2024-04-09,93916840.41,242872399.4,21679262.81
2024-04-10,94086919.56,242552043.6,21911829.91
2024-04-11,94187420.05,242722490.9,21723199.2
2024-04-12,94141213.07,242801512.1,21772664.92
2024-04-13,94476502.13,242721822.1,21599449.52
2024-04-14,94438556.57,242763127,21678392.93
2024-04-15,94436320.62,242613262.9,21912862.34
2024-04-16,94385948.37,242803907.5,21854961.27
2024-04-17,94248524.76,243090728.5,21788046.37
2024-04-18,94293544.62,243134780.3,21782724.42
2024-04-19,95963165.82,243611044.2,19719959.62
2024-04-20,95931818.39,243834043.3,19610695.45
2024-04-21,95981069.24,243912004.5,19565965.88
2024-04-22,96095367.94,244085291.4,19360617.5
2024-04-23,96340122.96,244199444.7,19083990.13
2024-04-24,96450218.24,244316340.1,18939241.34
2024-04-25,96452764.51,244235257.4,19100351.57
2024-04-26,96646838.46,243824944.5,19399903.87
2024-04-27,96684111.65,243881248.2,19391167
2024-04-28,97070094.72,243681230.9,19289580.22
2024-04-29,97338663.93,243564948.4,19221415.82
2024-04-30,97414637.94,243479160.4,19315279.94
2024-05-01,97478556.05,243640952.8,19172632.77
2024-05-02,97444882.81,244381298.3,18548164.39
2024-05-03,97429274.66,244780812.8,18246440.12
2024-05-04,97846559.45,245156419.2,17535785.21
2024-05-05,97901857.64,245255369.3,17463682.93
2024-05-06,97928516.2,245203733.4,17570870.89
2024-05-07,98071060.97,245228713.4,17485488.19
2024-05-08,97899248.95,245485867.3,17482337.97
2024-05-09,97982967.03,245690315.7,17276519.85
2024-05-10,98253804.33,245910917.8,16867657.97
2024-05-11,98184753.01,245898987.8,17030842.32
2024-05-12,98406607.92,246133369.6,16657033.91
2024-05-13,98272943.71,246360035.9,16646204.43
2024-05-14,98263524.79,246594400.4,16503428.48
2024-05-15,97674282.72,247281587.7,16487833.65
2024-05-16,97367368.09,247750520,16408020.85
2024-05-17,96810654.78,248454123.1,16261131.04
2024-05-18,96090044.34,249270915.3,16329349.57
2024-05-19,96110268.38,249383242.5,16279009.9
2024-05-20,96128616.3,248555590,17170503.16
2024-05-21,96144232.75,248383427.1,17409288.81
2024-05-22,96235304.84,248413682.1,17370178.86
2024-05-23,96279384.32,248233970,17588043.09
2024-05-24,96496312.07,247979615.5,17707784.04
2024-05-25,96633760.16,247249678.5,18382457.83
2024-05-26,96653446.19,246113550.6,19581335.63
2024-05-27,96633712.87,245875665.6,19921440.22
2024-05-28,96665919.25,245342584.4,20504984.82
2024-05-29,96793361.23,245121958.9,20680621.3
2024-05-30,96753222.43,245020312.9,20904672.76
2024-05-31,96758165.15,244668446.4,21334938.4
2024-06-01,96839274.55,244605229.7,21399462.61
2024-06-02,96828134.33,244689586.4,21408888.36
2024-06-03,96854737.01,244698430.3,21455603.9
2024-06-04,97925058.67,243512627.7,21653253.54
2024-06-05,97967925.61,243568488.8,21636699.09
2024-06-06,98961472.18,243232919,21060997.53
2024-06-07,99229761.79,243159914,20947927.28
2024-06-08,99347508.05,243194184.5,20878134.39
2024-06-09,99546905.07,243245397.7,20709839.32
2024-06-10,99990966.29,243354824.5,20238746.34
2024-06-11,100396221.3,243364396.4,19906400.1
2024-06-12,100341330,243068179.2,20339653.45
2024-06-13,100541180.1,242702068.9,20588052.04
2024-06-14,100691907,242827170.7,20394382.63
2024-06-15,100869169.1,242868474.4,20257966.49
2024-06-16,100876745,242822127.7,20378879.52
2024-06-17,101088980.1,242826046.5,20244868.7
2024-06-18,101248407.3,242624879.3,20368752.75
2024-06-19,103280953.2,242528096.2,18515143.43
2024-06-20,103426332.3,242543137.4,18436874.88
2024-06-21,103511213.6,242817975.6,18159300.32
2024-06-22,103453658.5,242910961,18206007.46
2024-06-23,103106984.3,243942715.8,17603075.73
2024-06-24,103252960.9,243851805.4,17630147.84
2024-06-25,103313813.6,243960250.2,17542986.82
2024-06-26,103351115.5,244018732.5,17529353.19
2024-06-27,103396149.1,244223423.5,17361767.95
2024-06-28,103488277.7,244389792.1,17185458.49
2024-06-29,103824233.1,244624179.9,16697456.13
2024-06-30,103876546.5,244733939.7,16617613.51
2024-07-01,104004509.9,244577437.7,16728292.32
2024-07-02,103903181,244786464.2,16702733.05
2024-07-03,103867349,244865663.8,16741580.9
2024-07-04,103993650,244894686.6,16668567.49
2024-07-05,104053907,243762259,17823322.28
2024-07-06,104031378.7,243584970.4,18105711.97
2024-07-07,104128518.2,243546261.7,18129875.89
2024-07-08,104068205.8,243520659.9,18298466.48
2024-07-09,104065286.4,242660224.1,19244005.64
2024-07-10,104030875.8,242662422.5,19358374.22
2024-07-11,103951956.6,242808766,19373097.75
2024-07-12,104066787.4,243011617.4,19137566.31
2024-07-13,104086599.4,243010728.4,19200780.64
2024-07-14,104105494.9,243183590.6,19091170.81
2024-07-15,104318615,243267814.9,18875966.71
2024-07-16,104518999.4,243097423.6,18928142.38
2024-07-17,104400294.2,243353336.9,18873078.33
2024-07-18,104505171.3,243358745.8,18844932.56
2024-07-19,104760082.3,242634674.8,19396232.83
2024-07-20,106051385.2,242298740.3,18523016.02
2024-07-21,105693125.6,242637546.9,18624611.15
2024-07-22,105693301.2,242734538.7,18609621.13
2024-07-23,105337261.5,243070413.1,18711986.56
2024-07-24,105310459.6,243139498.7,18751844.97
2024-07-25,106239889.5,241321686.4,19722370.58
2024-07-26,106199404.4,241386108.6,19780579.4
2024-07-27,106250534.9,241376434,19821306.54
2024-07-28,106355910.1,241424233,19750280.14
2024-07-29,106536123.8,241323883.2,19752912
2024-07-30,106772461.3,241008967.3,19913811.33
2024-07-31,107050225.4,240506145.7,20221181.13
2024-08-01,107013196.1,240780486,20066030.28
2024-08-02,107431022.4,240922188,19588688.88
2024-08-03,107558576.8,240976223.5,19489319.96
2024-08-04,107614792.4,241059411.9,19432082.83
2024-08-05,107617721.3,241114751.5,19455980.32
2024-08-06,107566229.7,241261017.5,19443383.2
2024-08-07,107547569.2,239984590.2,20820725.3
2024-08-08,107502138.4,240177040.1,20756250.48
2024-08-09,107558709.1,240204553.7,20754817.81
2024-08-10,107525707.9,240302899.7,20771653.29
2024-08-11,107558673,240484822.1,20638915.53
2024-08-12,107548206.4,240654753.9,20561594.37
2024-08-13,107373303.2,241075433.1,20398028.99
2024-08-14,107472428.6,241205260.7,20251335.94
2024-08-15,107387658.5,241664371.7,19959173.45
2024-08-16,107334743.5,241903519.6,19855080.72
2024-08-17,109427285.3,240990382,18757817.72
2024-08-18,109411381,241070815.3,18775754.04
2024-08-19,109429046.3,241123404.8,18788382.96
2024-08-20,109385813.8,241374139.2,18663723.87
2024-08-21,109550066.4,241384388.2,18571562.03
2024-08-22,110557176.2,241418054.4,17613343.73
2024-08-23,110578179.9,241504275.9,17588665.55
2024-08-24,110551746.3,241668930.9,17532965.64
2024-08-25,110587745.5,241679177.6,17569221.25
2024-08-26,110602880.9,241531652.1,17783751.6
2024-08-27,110512652.8,241724676.5,17763097.43
2024-08-28,110627331.8,241830392.6,17624841.65
2024-08-29,110669221.8,241778795.8,17716698.22
2024-08-30,110659531,241809154.3,17778184.04
2024-08-31,110692071.4,241868064.1,17768944.5
2024-09-01,110725999.4,241821253.4,17864299.18
2024-09-02,110755689.3,241891684.9,17846353.16
2024-09-03,111727585.3,242003641.9,16844891.37
2024-09-04,111710630.1,241053968.1,17894125.5
2024-09-05,111789341.2,241123738.7,17828170.1
2024-09-06,111181464.1,241855838.3,17786582.14
2024-09-07,111184816,241916028.3,17805546.53
2024-09-08,111319422.6,241976152.6,17693334.21
2024-09-09,111273337.6,242155493.8,17642610.9
2024-09-10,111289841.1,242211550.9,17652566.09
2024-09-11,111402336.3,242331419.5,17502726.55
2024-09-12,111390140.8,242279934.6,17648955.97
2024-09-13,111446797.5,242206111.1,17748652.87
2024-09-14,111299637.1,241491881.4,18692191.72
2024-09-15,111358512.4,241524882,18682488.4
2024-09-16,111126397.4,241847148,18674483.36
2024-09-17,111047326.8,241923657.5,18759192.38
2024-09-18,112051629.9,241717282.2,18043412.3
2024-09-19,112072493.9,241789192.2,18032793.83
2024-09-20,112041147.3,241556924.2,18378560.1
2024-09-21,112140233.2,241348981.5,18569562.94
2024-09-22,112140813.5,240354907.2,19645202.83
2024-09-23,112062754.9,240237758,19922561.25
2024-09-24,111965607.1,240302452.4,20037236.69
2024-09-25,112348477.1,240395488.7,19643484.95
2024-09-26,112476954.3,240493843.1,19498813.53
2024-09-27,112607900.2,240490548.7,19453321.28
2024-09-28,112599190.1,240559604.4,19475134.95
2024-09-29,112456539.8,240591134.8,19668415.95
2024-09-30,113361827.2,240595012.4,18841408.33
2024-10-01,113319136.3,240769225.4,18792044.56
2024-10-02,113207033,240841848.9,18913691.27
