Date,Price (USD)
2023-10-02,0.8243929142767518
2023-10-03,0.8129731820776568
2023-10-04,0.8007105859287819
2023-10-05,0.8083604543359166
2023-10-06,0.799383754697268
2023-10-07,0.8083693266652581
2023-10-08,0.8019340808907982
2023-10-09,0.7918351729394555
2023-10-10,0.7652302336760033
2023-10-11,0.7714230635835859
2023-10-12,0.7451849546538993
2023-10-13,0.7383905841178895
2023-10-14,0.7412673491099038
2023-10-15,0.735756800415472
2023-10-16,0.735034396810459
2023-10-17,0.7469666971421575
2023-10-18,0.7455838526557175
2023-10-19,0.7264547143557769
2023-10-20,0.7249763437141616
2023-10-21,0.7377049402809478
2023-10-22,0.7530061322222492
2023-10-23,0.7469209866849091
2023-10-24,0.7952139835036611
2023-10-25,0.8103984734225915
2023-10-26,0.8074349833466636
2023-10-27,0.8129127682011896
2023-10-28,0.7975230970271491
2023-10-29,0.8271424850773106
2023-10-30,0.8487744974679057
2023-10-31,0.8397780523922381
2023-11-01,0.8324783643270007
2023-11-02,0.8836246864927629
2023-11-03,0.9453785290691231
2023-11-04,0.9194520155419162
2023-11-05,0.9996150901975407
2023-11-06,1.0250410967257502
2023-11-07,1.0875750875661452
2023-11-08,1.1240220601747015
2023-11-09,1.1265451950745569
2023-11-10,1.1170672502413779
2023-11-11,1.0902632855880332
2023-11-12,1.1133157762556887
2023-11-13,1.1403767434114656
2023-11-14,1.2051751541770432
2023-11-15,1.2407878982050724
2023-11-16,1.3698237471912913
2023-11-17,1.3590099169058196
2023-11-18,1.3759467927230518
2023-11-19,1.3367933955142957
2023-11-20,1.3806725464272078
2023-11-21,1.4494814022731295
2023-11-22,1.298930816412554
2023-11-23,1.4468205800084315
2023-11-24,1.3558495714379966
2023-11-25,1.352570281749446
2023-11-26,1.3909510826948934
2023-11-27,1.411507030324657
2023-11-28,1.4072044730196118
2023-11-29,1.450169315511863
2023-11-30,1.3501442756818465
2023-12-01,1.2900041146375967
2023-12-02,1.3023186156072735
2023-12-03,1.3418430576944054
2023-12-04,1.381828292617452
2023-12-05,1.3669851279241418
2023-12-06,1.3417257142667562
2023-12-07,1.2788395328467304
2023-12-08,1.2889069539747535
2023-12-09,1.3342835032765838
2023-12-10,1.3160065852161664
2023-12-11,1.3011050881030546
2023-12-12,1.2579405088798377
2023-12-13,1.2689088526572794
2023-12-14,1.3147241669835608
2023-12-15,1.4971565856762639
2023-12-16,1.6616427783461074
2023-12-17,1.8715230898635176
2023-12-18,1.6635863590109117
2023-12-19,1.7103825672911672
2023-12-20,1.6408380704699148
2023-12-21,1.7695225794960656
2023-12-22,1.701025038805262
2023-12-23,1.6953425320546174
2023-12-24,1.613491676345414
2023-12-25,1.58786069070164
2023-12-26,1.6945301233962815
2023-12-27,1.59592552731107
2023-12-28,1.583165579318526
2023-12-29,1.6001477166456575
2023-12-30,1.5564710061427924
2023-12-31,1.5498115497641636
2024-01-01,1.5629642097271712
2024-01-02,1.5918277741760265
2024-01-03,1.6098257580629969
2024-01-04,1.5490981350067305
2024-01-05,1.7663825869600809
2024-01-06,1.6292319702886546
2024-01-07,1.5168915013638302
2024-01-08,1.4006026431718173
2024-01-09,1.476263265558872
2024-01-10,1.351232435195148
2024-01-11,1.4041786260738
2024-01-12,1.444063174040105
2024-01-13,1.3052952567647351
2024-01-14,1.309938769005494
2024-01-15,1.2419062077005154
2024-01-16,1.2510836970046022
2024-01-17,1.2972102414683297
2024-01-18,1.2511896624182637
2024-01-19,1.2020507156548448
2024-01-20,1.1792664510708748
2024-01-21,1.1834992890173246
2024-01-22,1.1662056012533875
2024-01-23,1.0677458618838516
2024-01-24,1.0747963404647236
2024-01-25,1.0763520509321385
2024-01-26,1.058599142605694
2024-01-27,1.1424054551046128
2024-01-28,1.1553832196379734
2024-01-29,1.1585232642592185
2024-01-30,1.107573717771615
2024-01-31,1.047584158708169
2024-02-01,0.9974531966973103
2024-02-02,1.0250515100449187
2024-02-03,1.0171251064430424
2024-02-04,1.1568754377264046
2024-02-05,1.1281083484105787
2024-02-06,1.038874294380909
2024-02-07,1.0373418202596352
2024-02-08,1.0445268517568354
2024-02-09,1.058240195639672
2024-02-10,1.0550924264251147
2024-02-11,1.059971933683
2024-02-12,1.1405060595106193
2024-02-13,1.2487096897395902
2024-02-14,1.2298532405202298
2024-02-15,1.2873555600781958
2024-02-16,1.2609917194648823
2024-02-17,1.2565593020911958
2024-02-18,1.2730279646982734
2024-02-19,1.2916604478288927
2024-02-20,1.3763183638147378
2024-02-21,1.3846639790715476
2024-02-22,1.3469879473320971
2024-02-23,1.35212835090118
2024-02-24,1.3055124624810157
2024-02-25,1.3194734156350196
2024-02-26,1.38959741300326
2024-02-27,1.3286925968136405
2024-02-28,1.3073613750154751
2024-02-29,1.2409585222231052
2024-03-01,1.2789623217213668
2024-03-02,1.254271945078946
2024-03-03,1.3141132417427999
2024-03-04,1.2914969141070467
2024-03-05,1.3197915572561647
